screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
jairbolsonaro,2019-09-26T23:01:47Z,"Live de quinta-feira com o Presidente Jair Bolsonaro e a indígena @ysanikalapalo , do Parque do Xingú (26/09/2019). Temas da semana: https://t.co/X4JccdG5hn",1871,11471,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1177357628810379264
jairbolsonaro,2019-09-26T20:39:27Z,RT @tvbrasilgov: https://t.co/5aJEIInjOw,818,0,,tvbrasilgov,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1177321810007855112
jairbolsonaro,2019-09-26T19:51:07Z,"O mercado imobiliário voltou a evoluir positivamente no segundo trimestre de 2019, segundo estudo do @MinEconomia . Em junho, foram lançados 16.298 novos imóveis, o segundo maior resultado da série histórica iniciada em janeiro de 2014.",3697,23859,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1177309644680810496
jairbolsonaro,2019-09-26T14:54:22Z,"26 de setembro, Dia Nacional do Surdo. Temos buscado valorizar cada vez mais os deficientes auditivos, dando atenção especial ao grupo, incluindo tradução em libras em nossas lives e eventos, e conhecendo melhor as demandas. Um forte abraço a todos! https://t.co/TaLX0oOm4G",3949,27598,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1177234966570250240
jairbolsonaro,2019-09-26T12:05:56Z,- Na Câmara dos Deputados Ysani Kalapalo fala por muitos índios brasileiros. https://t.co/a3Lyt074Ub,5230,27849,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1177192576719495168
jairbolsonaro,2019-09-26T00:04:22Z,BRASIL NA ONU 2019: https://t.co/0Vo9UxdgdZ,6577,37900,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,cs,1177010991894290435
jairbolsonaro,2019-09-25T23:33:19Z,@EmbaixadaEUA 👍🏼,77,1241,EmbaixadaEUA,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1177003177494876161
jairbolsonaro,2019-09-25T23:13:17Z,"Vale lembrar que no primeiro semestre de 2019 foram criados 408 mil novos empregos, sendo o melhor resultado dos últimos cinco anos. Aos poucos, vamos juntos, tirando o Brasil da lama em que o PT nos colocou!",3334,25646,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176998136381890561
jairbolsonaro,2019-09-25T21:24:43Z,"@netanyahu Congratulations again, my friend @netanyahu !",1052,8382,netanyahu,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,en,1176970811326046209
jairbolsonaro,2019-09-25T18:58:34Z,Dados do Cadastro Geral de Empregados e Desempregados (Caged) apontam geração de mais de 121 mil novos empregos de carteira assinada no mês de agosto. O melhor resultado para o período em 6 anos. O Brasil segue se recuperando. 👍🏻🇧🇷,8656,52796,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176934032652865537
jairbolsonaro,2019-09-25T15:19:10Z,"RT @AbrahamWeint: Apenas perguntando se era possível um desconto, conseguimos  poupar dinheiro do pagador de impostos. A negociação dos livros didáticos para 2020, pelo FNDE, gerou uma economia de mais de R$ 30 milhões para o Ministério da Educação em relação às compras dos anos anteriores.",5338,0,,AbrahamWeint,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176878819061444609
jairbolsonaro,2019-09-25T13:16:38Z,"A construção civil continua a dar sinais de que está recuperando. A Confederação Nacional da Indústria (CNI) informou que em agosto, o índice de evolução da atividade do setor cresceu 0,8 ponto. O Brasil quer crescer! https://t.co/knJ8LAkbI2",3154,19256,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176847983100518400
jairbolsonaro,2019-09-25T10:52:01Z,"Os voos internacionais saindo do Brasil são as primeiras medidas para reconhecimento e posterior, brevemente, entrada no mercado doméstico.",2578,24533,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176811590643068928
jairbolsonaro,2019-09-25T10:36:14Z,TRABALHO DO GOVERNO: A  @VuelaJetSMART acaba de chegar ao Brasil. Anunciou seu voo inaugural Salvador-Santiago por R$ 299. Já são 5 lowcosts iniciando investimentos em nosso país. A concorrência barateando o preço das passagens e disputando a qualidade dos serviços. @tarcisiogdf https://t.co/hEvcljx7kn,6309,41643,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176807617764704256
jairbolsonaro,2019-09-24T23:31:48Z,"RT @CarlosBolsonaro: O tipo de discurso que a esquerda aplaude ou omite, tentando enganar a massa falando que enfrentam o ódio distribuindo o amor! Graças a Deus existe a internet! Vídeo via @CarlaZambelli17 https://t.co/tD2elvx4KD",7965,0,,CarlosBolsonaro,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176640406152519683
jairbolsonaro,2019-09-24T15:55:07Z,"- Obrigado pela consideração, Presidente @realDonaldTrump ! https://t.co/KcJZifEi9a",10788,69154,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176525479186239488
jairbolsonaro,2019-09-24T15:17:18Z,"Na ONU, levei a palavra firme do Brasil, dando voz aos verdadeiros anseios e valores de nosso amado povo. Estamos construindo um país mais próspero, onde a liberdade, a inviolabilidade da nossa soberania e a vontade dos brasileiros são os três alicerces que nos darão sustentação.",14471,88624,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176515959533789184
jairbolsonaro,2019-09-24T14:37:51Z,"Íntegra do discurso, abrindo a Assembléia Geral da ONU 2019. https://t.co/QPMGSh4uYu",9045,41640,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176506032199258114
jairbolsonaro,2019-09-24T14:26:03Z,"RT @filgmartin: Esta não é a Organização do Interesse Global. É a Organização das Nações Unidas. E assim deve permanecer!

- Presidente @jairbolsonaro, 74° Assembléia Geral das Nações Unidas",4712,0,,filgmartin,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for Android,pt,1176503062422261760
jairbolsonaro,2019-09-24T13:34:14Z,"RT @tvbrasilgov: 🎥#BrasilNaONU:Acompanhe AO VIVO! Presidente @jairbolsonaro abre a Sessão Plenária da 74ª Assembleia Geral da ONU, em Nova York🇺🇸 @UN📺#UNGA74 #UNGA https://t.co/b4zGltH7vx",1692,0,,tvbrasilgov,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176490023941812224
jairbolsonaro,2019-09-24T10:10:42Z,- A indústria de calçados se recuperou em 2019 no governo Bolsonaro e está gerando empregos. https://t.co/SZJP9s0Bl9,5356,30539,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176438804514844673
jairbolsonaro,2019-09-24T09:48:50Z,"@RAF_SOT @MTurismo Estamos trabalhando nisso, como já dissemos há meses: https://t.co/gDTmBEPl4C",109,653,RAF_SOT,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176433302028324864
jairbolsonaro,2019-09-24T09:34:22Z,"A prioridade é:
- melhorar a conexão dos portos às cidades;
- aumentar a infraestrutura de acesso dos navios aos portos;
- reconfigurar terminais para receber somente turistas.
- construções de novos terminais turísticos com investimento privado e remanejar o tráfego de cargas.",1988,15651,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176429659329900544
jairbolsonaro,2019-09-24T09:32:12Z,Não faz sentido um dos litorais mais belos do mundo só receber 7 cruzeiros turísticos por ano e queremos aumentar para 40 até o final de 2022. Novos terminais de passageiros com investimento privado e começaremos anunciando em breve o leilão de concessão do terminal de Fortaleza.,2135,17086,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176429114405900289
jairbolsonaro,2019-09-24T09:30:44Z,"CRUZEIROS NÁUTICOS: de acordo com o @MTurismo , só na temporada 2018/2019, o setor gerou 40 mil empregos e impacto econômico de R$ 2,1 bilhões.

Iremos aprimorar a vocação de nossos portos para abrir espaço ao turismo náutico no Brasil.",3024,21434,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176428745860755456
jairbolsonaro,2019-09-23T22:35:43Z,"- Chegada no hotel em Nova Iorque, cumprimentando nossos ministros de Estado e corpo diplomático brasileiro. Amanhã abriremos a assembleia geral da ONU, onde teremos a oportunidade de apresentar ao mundo o Brasil que estamos construindo. https://t.co/Wcpb2BcHLl",8553,55106,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176263904223272961
jairbolsonaro,2019-09-23T16:00:41Z,"Investimento em pesquisas, inovações tecnológicas e ambientais. É o projeto #Rota2030. Entenda: https://t.co/6UuTj1OtdX",3720,20730,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176164491249225729
jairbolsonaro,2019-09-23T15:35:57Z,Tocantins / região do Matopiba. O Governo concluiu 34km de pavimentação da BR-242/TO entre Peixe e Taguatinga e finaliza sinalização até início de outubro. Importante corredor que liga os portos da Bahia e melhorias de trafegabilidade para o usuário comum. @MInfraestrutura https://t.co/QC4pXyXR3H,3149,16981,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176158268579831809
jairbolsonaro,2019-09-23T11:05:46Z,"- O @MInfraestrutura , Capitão @tarcisiogdf , em muitas oportunidades, tem se socorrido do @exercitooficial para obras em rodovias.
- A ele nossos parabéns pela dedicação em melhor servir ao nosso Brasil. https://t.co/rJp6soHfDk",6861,37722,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1176090273958572033
jairbolsonaro,2019-09-22T23:42:23Z,"Obrigado pelas palavras, Salim Mattar: https://t.co/sURU0WWGTk",6084,33578,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175918293019963393
jairbolsonaro,2019-09-22T18:15:05Z,Ministro Paulo Guedes fala sobre o Brasil de hoje e o que muito ainda podemos fazer: https://t.co/xzGMihvFN2,6647,32035,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175835924640477185
jairbolsonaro,2019-09-22T15:12:42Z,18-MENOS GASTOS PÚBLICOS: reduzir gasto com energia elétrica no setor público. Revisão de contratos e geração de energia solar diminuindo custos em até 90%. Instalação de micro usinas fotovoltaicas nos prédios anexos da Esplanada dos Ministérios e outros.,2947,17338,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175790028057915397
jairbolsonaro,2019-09-22T15:11:03Z,17-PASSAGENS AÉREAS: Empresas aéreas estrangeiras firmam compromisso com mercado internacional do Brasil como primeiro passo para entrar no mercado doméstico. A concorrência traz o barateamento do serviço e a qualidade ao usuário.,2672,16926,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175789613907992577
jairbolsonaro,2019-09-22T15:09:54Z,"16-SERVIÇOS PÚBLICOS: - Contas públicas foram destruídas por governos anteriores. Com muito sacrifício, estamos criando condições para manter os investimentos. A Casa Civil anunciou descontingenciamento de R$ 8,3 bilhões, que serão distribuídos à Educação e as demais pastas.",1947,8993,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175789321623867392
jairbolsonaro,2019-09-22T15:08:54Z,"14-TURISMO: Naufrágios programados. Programa que promove o turismo de mergulho e viveiros artificiais para a fauna marinha.

15-RODOVIAS: O Ministério da Infraestrutura com apoio do Exército Brasileiro não para nem nos finais de semana na construção e correções das BRs.",1879,8827,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175789073287602176
jairbolsonaro,2019-09-22T15:07:26Z,13-EM DEFESA DAS MULHERES – garantia às mães do direito de amamentar durante a realização de concurso público e obrigação do agressor de mulheres a custear os danos sofridos pela vítima ao ser atendida na rede de saúde.,1944,9111,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175788703484194816
jairbolsonaro,2019-09-22T15:05:34Z,"11-MP DA LIBERDADE ECONÔMICA SANCIONADA: mais um passo pra tirar o estado do cangote de quem trabalha e produz (geração de empregos e economia).

12- SEGURANÇA: Multiplicação do banco nacional de perfis genéticos, com potencial de solução de inúmeros crimes graves.",1985,9196,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175788233143345156
jairbolsonaro,2019-09-22T15:03:28Z,"9-MENOS DROGAS – 3 mil toneladas de pés de maconha destruídos. Resultado maior que a soma dos dois anos anteriores. Recorde de apreensão de cocaína.

10-DIREITO À LEGÍTIMA DEFESA – Sancionada a lei que garante aos produtores rurais a posse de armas em toda a propriedade.",2123,9847,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175787706632278016
jairbolsonaro,2019-09-22T15:01:33Z,"8-MULTAS NO TRÂNSITO : Um mês após determinarmos a suspensão do uso de radares móveis em rodovias federais, dados da PRF apontam que, em Agosto, o número de multas caiu 64% em relação à média do primeiro semestre e o número de mortes também.",1993,9365,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175787221259079680
jairbolsonaro,2019-09-22T14:59:24Z,"6-MENOS BUROCRACIA E MENOS GASTOS PARA A OBTENÇÃO DA CNH – fim da obrigação de simuladores, queda no número de horas necessárias de aulas práticas.

7-DROGAS – 3 mil ton. de pés de maconha destruídos. Maior que a soma dos dois anos anteriores. Recorde de apreensão de cocaína.",2066,9500,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175786682559414272
jairbolsonaro,2019-09-22T14:56:20Z,"5-MAIS EXPORTAÇÕES – Depois de abrir mercado de carne pra a Indonésia, ampliar para a China e introduzir o leite brasileiro e seus derivados no Egito, o Ministério da Agricultura fecha acordo com a Arabia Saudita para exportação de frutas, castanhas e derivados de ovos.",1962,9168,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175785911218515968
jairbolsonaro,2019-09-22T14:54:58Z,"4-CRESCIMENTO DO COMÉRCIO NA SEMANA DO BRASIL – aumento de 12% nas vendas e 41% nas atividades online, em relação ao mesmo período do ano passado. R$ 1,86 bilhões vendas no período de 6 a 15 de setembro.",1945,9117,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175785564316012545
jairbolsonaro,2019-09-22T14:52:57Z,"2-MAIS INVESTIMENTOS – Toyota anuncia R$ 1 bilhão em investimentos graças ao programa de valorização dos biocombustíveis do governo. Estímulo à agricultura familiar.

3-MENOR TAXA DE JUROS DA HISTÓRIA – 5,5% e risco país em seu menor patamar desde 2013.",2212,10177,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175785057518272512
jairbolsonaro,2019-09-22T14:50:36Z,"- ENUMERANDO ALGUNS FEITOS DO GOVERNO BOLSONARO NOS ÚLTIMOS DIAS:

1- MAIS IMPOSTOS ZERADOS – depois dos medicamentos para Câncer e AIDS, governo zera impostos para centenas de produtos, entre eles equipamentos e produção médicos, exames, cirurgias oftalmológicas e informática.",8282,39419,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175784468570890240
jairbolsonaro,2019-09-22T00:20:45Z,FOX NEWS (EUA): Brasil construindo uma nova relação diplomática e econômica com a maior potência do mundo: https://t.co/ZnwhabeQ3n,5887,31307,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175565561692139521
jairbolsonaro,2019-09-21T21:28:31Z,Segue a sequência de algumas informações sobre governo esta semana! Clique e veja: https://t.co/YF1KtrKSgN,4640,22308,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175522218295660555
jairbolsonaro,2019-09-21T17:08:07Z,O @exercitooficial sempre trabalhando também no fim de semana! Mais um serviço asfático em ritmo acelerado. Retirada de toda a camada antiga e deteriorada e aplicação de novo revestimento na revitalização de uma das regiões turísticas mais populares de Santa Catarina (Urubici). https://t.co/Zp3mtjoWji,6033,33905,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175456684099158021
jairbolsonaro,2019-09-21T15:08:29Z,"Na prática, mais detalhes de como funciona a MP da liberdade econômica, sancionada nesta sexta-feita: https://t.co/V3TLH27dh7",5114,23823,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175426579171876864
jairbolsonaro,2019-09-21T11:49:19Z,"- O @MInfraestrutura , @tarcisiogdf , nos Estados Unidos trabalhando pelo Brasil.
- Peço assistir e compartilhar.
- Bom dia a todos. https://t.co/4MBszXqrHd",9696,37538,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175376457788473344
jairbolsonaro,2019-09-20T22:26:32Z,SANÇÃO DA MP DA LIBERDADE ECONÔMICA: Estado deve deixar de atrapalhar quem produz! @tvbrasilgov https://t.co/8O9dwt2jj4,4453,25625,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175174431838220288
jairbolsonaro,2019-09-20T22:24:58Z,"RT @SF_Moro: A ampliação do banco nacional de perfis genéticos, com potencial de solução de inúmeros crimes graves, é um projeto estratégico do Governo de @jairbolsonaro e que conta com o apoio dos Estados e Distrito federal.
https://t.co/ZkegPEeBze",6754,0,,SF_Moro,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175174036365742082
jairbolsonaro,2019-09-20T21:04:22Z,https://t.co/Z8XJAlDyUF,3299,20511,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,,1175153754078769153
jairbolsonaro,2019-09-20T20:34:20Z,"Um mês após determinarmos a suspensão do uso de radares móveis em rodovias federais até a aprovação de normas de fiscalização pelo @MInfraestrutura ,dados da PRF apontam que, em Agosto, o número de multas caiu 64% em relação à média do 1• semestre e o número de mortes também.",6407,36008,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175146193250377733
jairbolsonaro,2019-09-20T14:59:01Z,Estava com saudades!!!! https://t.co/ahNupcVtMu,5721,38490,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175061810862600192
jairbolsonaro,2019-09-20T12:48:23Z,Desemprego no país segue tendência de queda. O Brasil precisa avançar rápido! https://t.co/0VaHNlicvP,5074,29892,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1175028935513518085
jairbolsonaro,2019-09-20T09:09:36Z,"- A Toyota do Brasil investirá R$ 1 bilhão em sua planta de Sorocaba/SP, graças ao programa de valorização dos biocombustíveis do Governo Federal, o RENOVABIO. 
- Em São Paulo serão produzidos os veículos híbrido-flex (etanol/eletricidade).",8319,48755,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174973876700270592
jairbolsonaro,2019-09-20T01:22:40Z,"Primeira live de quinta-feira em Brasília, após mais uma cirurgia em decorrência da facada cometida por um ativista de esquerda, que quase nos matou em 6 de setembro de 2018. (Mais fatos da semana): https://t.co/kQYU4Xk09U",3211,20879,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174856365883502593
jairbolsonaro,2019-09-19T18:08:26Z,"O @Min_Agricultura fecha acordos para exportação de frutas, castanhas e derivados de ovos para Arábia Saudita . Ministra @TerezaCrisMS reuniu-se com representante da autoridade sanitária saudita. Somados, os produtos têm um potencial de mercado superior a US$2bi. @tvbrasilgov",4709,26115,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174747089034711040
jairbolsonaro,2019-09-19T17:54:17Z,"RT @CarlosBolsonaro: Em um recorde histórico, foram destruídos cerca de 3mil toneladas de pés de maconha. O número já supera o somatório dos resultados dos últimos dois anos de erradicação do plantio juntos. O resultado faz parte da parceria do governo do Brasil com o Paraguai. @RenovaMidia",3726,0,,CarlosBolsonaro,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174743530461253632
jairbolsonaro,2019-09-19T15:07:16Z,"- Desde o início, nosso governo preza pela responsabilidade com as contas públicas. Com muito sacrifício, estamos criando condições para manter os investimentos. A @casacivilbr anunciou descontingenciamento de R$ 8,3 bilhões, que serão distribuídos à Educação e as demais pastas.",6753,38080,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for Android,pt,1174701498774827010
jairbolsonaro,2019-09-19T11:17:27Z,"A iniciativa inédita e sem custo mobilizou mais de 250 mil lojas de variados setores econômicos, que promoveram condições diferenciadas de preços, parcelamentos, taxas e promoções p/ os brasileiros por ocasião da celebração da independência do Brasil, e será promovida anualmente.",2392,18427,jairbolsonaro,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174643662174728192
jairbolsonaro,2019-09-19T11:16:59Z,"Segundo levantamento da Ebit/Nielsen, durante a Semana do Brasil, iniciativa da nossa Secretaria de Comunicação junto ao setor privado, promovida de 6 a 15 de set, as vendas online cresceram 41% em relação ao mesmo período de 2018. Movimentação de R$ 1,86 BI em nosso comércio. 🇧🇷",3916,26401,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174643545124343808
jairbolsonaro,2019-09-18T21:54:13Z,"- Em nosso Governo, pela segunda vez, a mais baixa taxa de juros da história do Brasil.
- É a Economia dando certo. https://t.co/92Cewj3a5O",5968,32642,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174441522034618368
jairbolsonaro,2019-09-18T19:58:05Z,- Estamos muito bem! Um abraço a todos! https://t.co/yKiM9iTiJI,4655,49117,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174412295990124552
jairbolsonaro,2019-09-18T12:13:40Z,"Na volta ao trabalho após mais uma cirurgia depois da facada, sancionamos legislações garantindo a mãe o direito de amamentar durante a realização de concurso público e obrigação do agressor de mulheres a custear os danos sofridos pela vítima ao ser atendida na rede de saúde.",7605,55410,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174295422040444928
jairbolsonaro,2019-09-17T23:29:04Z,"Assinamos hoje, legislação aprovada pelo Congresso, que garante a posse de arma de fogo no âmbito geral de sua propriedade. É importante a força da lei para que não existam margens para interpretações errôneas! Seguimos avançando!",7580,53299,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174103005345587200
jairbolsonaro,2019-09-17T20:16:00Z,"Na BR-367/MG, ponte sobre o Rio Rubim do Sul construída em 6 meses, uma das principais ligações entre MG e BA. Pavimentação da BR-163/PA entre Sinop/MT e Miritituba/PA e obras da BR235/TO. Trafegabilidade, impulsionamento da economia e mais segurança aos motoristas. @tarcisiogdf https://t.co/Jsw7NDQ5aq",5190,28900,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1174054417462636545
jairbolsonaro,2019-09-17T16:39:08Z,"Menos burocratização e gastos ao brasileiro: aulas de simuladores para que vai tirar carteira de habilitação deixam de ser obrigatórias: pela nova resolução do Contran, serão 20 horas praticando na rua, 5 horas a menos que antes. Aulas noturnas também diminuíram, de 5 para 1 hora",6556,47407,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1173999841724325889
jairbolsonaro,2019-09-17T11:34:19Z,"Após zerar impostos de medicamentos que combatem AIDS e câncer, o Governo Bolsonaro, via @MinEconomia , faz o mesmo com centenas de produtos, entre eles, com equipamentos e produção médicos, exames, cirurgias oftalmológicas, informática e outros. https://t.co/AXYNHMW7Yw",9460,43864,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1173923130919792641
jairbolsonaro,2019-09-17T01:54:10Z,Entrevista para o @jornaldarecord instantes antes de sair do hospital em SP. https://t.co/BaiGfggycp,2740,17189,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1173777131039547392
jairbolsonaro,2019-09-16T23:27:06Z,"Afundamos nossos 2 primeiros navios na costa de Pernambuco (Praia de Tamandaré), num programa que promove o turismo de mergulho e abrigo de peixes. Muitos naufrágios virão pelo Brasil. Nossos parabéns ao presidente Gilson Machado da @EmbraturNews , @MTurismo e @mmeioambiente . https://t.co/nBcwCOU3CS",4420,32861,,,"Capitão do Exército Brasileiro, eleito 38° Presidente da República Federativa do Brasil. 🇧🇷",Twitter for iPhone,pt,1173740118928179201
